# Program:featureCounts v2.1.1; Command:"featureCounts" "-a" "/data/input.gtf" "-o" "/data/output/featureCounts.tsv" "-T" "1" "-s" "0" "-p" "/data/input.bam"
Geneid	Chr	Start	End	Strand	Length	/data/input.bam
ENSG00000254440	6	138537129	138539627	-	2499	0
ENSG00000262543	6;6	138699042;138703637	138699320;138704212	+;+	855	0
ENSG00000218499	6	138714510	138714681	+	172	0
ENSG00000215878	6	138723722	138724697	-	976	0
ENSG00000051620	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	138724668;138725356;138725384;138726282;138726282;138726282;138727108;138727108;138727108;138727108;138733220;138734017;138734017;138734017;138734017	138724835;138725734;138725734;138726417;138726417;138726417;138727170;138727170;138727288;138727170;138733393;138734310;138734291;138743334;138734310	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10356	4
ENSG00000135540	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	138743180;138743708;138750848;138750848;138751530;138751530;138754645;138763120;138767927;138768138;138768138;138768138;138768202;138768261;138791678;138794443;138794443;138794443;138794443;138794443;138794443;138794443;138817356;138817356;138817356;138817356;138817356;138817356;138817356;138820370;138820370;138820370;138833416;138866760;138892667;138892836;138892847;138893523;139013613;139013613	138745953;138745953;138750980;138750980;138754817;138754817;138754817;138763251;138768330;138768330;138768330;138768330;138768330;138768330;138791731;138794570;138794570;138794570;138794570;138794570;138794570;138794570;138817508;138817508;138817508;138817508;138817508;138817508;138817508;138820505;138820631;138820631;138833632;138866848;138893198;138893198;138893677;138893599;139013708;139013708	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8741	2
ENSG00000266555	6	138756350	138756431	-	82	0
ENSG00000216802	6	138971363	138972110	-	748	0
ENSG00000225177	6;6;6;6;6;6;6;6;6;6;6	139013685;139015456;139015527;139015530;139017505;139017734;139017734;139017734;139018040;139018040;139018132	139013754;139015684;139015684;139015684;139017892;139017892;139017892;139018425;139018425;139018425;139018164	+;+;+;+;+;+;+;+;+;+;+	1220	0
ENSG00000024862	6;6;6;6;6;6	139094657;139097216;139100959;139106364;139109503;139113886	139095039;139097415;139101122;139106518;139109525;139114456	+;+;+;+;+;+	1496	10
ENSG00000203734	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	139117063;139117257;139133975;139134309;139134309;139134309;139135628;139135628;139135628;139135679;139159489;139159489;139159489;139159489;139164116;139164116;139164116;139165549;139165549;139165549;139167676;139167676;139167676;139170406;139170406;139170406;139170515;139175163;139175163;139175163;139175163;139183764;139183764;139183764;139183764;139186133;139186133;139186133;139186133;139189240;139189240;139189240;139189240;139191330;139197609;139197609;139197609;139202094;139202094;139202094;139203861;139203861;139203861;139206643;139206643;139206811;139206811;139207994;139207994;139207994;139210080;139210080;139210080;139222085;139222085;139222085;139223637;139223637;139223637	139117120;139117329;139134114;139134477;139134477;139134477;139135740;139135740;139135740;139135740;139159651;139159541;139159651;139159651;139164368;139164368;139164368;139165717;139165717;139165717;139167814;139167814;139167814;139170571;139170571;139170571;139170571;139175291;139175291;139175291;139175291;139183856;139183856;139183856;139183856;139186315;139186315;139186315;139186315;139189343;139189343;139189343;139189343;139191412;139197695;139197695;139197695;139202308;139202308;139202308;139204008;139204008;139204008;139206716;139206716;139206967;139206967;139208059;139208059;139208059;139210168;139210168;139210168;139222257;139222257;139222257;139223905;139225207;139225207	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4615	0
ENSG00000225415	6;6;6	139143884;139143884;139144950	139144936;139144642;139145015	+;+;+	1119	0
ENSG00000206856	6	139180164	139180270	-	107	0
ENSG00000220600	6;6	139200036;139200180	139200544;139200456	-;-	509	0
ENSG00000135597	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	139224630;139225997;139225998;139225998;139226003;139226004;139226007;139226007;139226007;139226029;139228509;139228632;139228632;139228632;139228632;139228632;139228632;139228632;139228632;139228632;139228672;139229805;139229805;139229805;139229805;139229805;139229805;139229805;139229805;139229805;139229805;139229805;139229805;139229932;139232060;139232383;139232413;139232413;139232413;139232413;139232413;139232413;139232413;139232413;139232413;139232413;139233812;139233902;139233902;139233902;139233902;139233902;139233902;139233902;139233902;139233902;139233902;139233902;139233902;139234003;139235834;139235834;139235834;139235834;139235834;139235834;139235834;139235834;139235834;139235834;139235834;139235834;139236995;139236995;139236995;139236995;139236995;139236995;139236995;139236995;139238692;139238692;139238692;139238692;139238692;139238692;139238692;139241352;139241352;139241352;139241352;139241352;139241352;139241352;139241352;139241352;139241439;139242174;139242174;139242174;139242174;139242174;139242174;139242174;139242174;139242174;139242174;139242201;139247538;139247538;139247538;139247538;139247538;139251114;139251114;139251114;139251114;139251114;139251114;139251114;139251114;139251114;139251114;139255362;139255362;139255426;139262472;139262472;139262472;139262472;139262472;139262472;139262472;139262472;139262472;139262472;139262472;139264650;139264650;139264650;139264650;139264650;139264650;139264650;139264650;139264990;139264990;139264990;139264990;139264990;139264990;139264990;139264990;139264990;139265635;139265635;139265635;139265635;139265635;139265635;139265635;139265635;139266356;139266356;139266356;139266356;139266356;139266356;139266356;139266356;139266356;139266638;139266638;139266638;139266638;139266638;139266638;139266638;139266638;139268927;139268927;139268927;139268927;139268927;139268927;139268927;139268927;139269019;139272179;139308667;139308667;139308667;139308667;139308667;139308667;139308667;139308667;139308667	139226269;139226269;139226269;139226269;139226269;139226269;139226269;139226269;139226269;139226269;139228737;139228737;139228737;139228737;139228737;139228737;139228737;139228737;139228737;139228737;139228737;139230049;139229953;139229874;139229953;139229953;139229953;139229953;139229953;139229953;139229953;139229953;139229953;139229953;139232508;139232508;139232508;139232508;139232508;139232508;139232508;139232508;139232508;139232508;139232508;139232508;139234087;139234087;139233974;139234087;139234087;139234087;139234087;139234087;139234008;139234087;139234087;139234087;139234087;139234087;139235898;139236021;139236324;139235898;139235898;139235898;139235898;139235898;139235898;139235898;139235898;139235898;139237113;139237113;139237351;139237113;139237113;139237113;139237113;139237113;139238764;139238761;139238783;139238764;139238761;139238764;139238764;139241453;139241453;139241453;139241453;139241453;139241453;139241453;139241453;139241453;139241453;139242261;139242261;139242261;139242261;139242261;139242261;139242261;139242261;139242261;139242261;139242261;139247618;139247615;139247618;139251235;139247618;139251235;139251235;139251134;139251235;139251235;139251235;139251235;139251235;139251235;139251235;139255463;139255463;139255463;139262626;139262626;139262626;139262626;139262626;139262626;139262626;139262626;139262626;139262626;139262626;139264713;139264713;139264713;139264713;139264713;139264713;139264713;139264713;139265152;139265063;139265152;139265152;139265152;139265152;139265152;139265152;139265152;139265759;139265682;139265759;139265759;139265759;139265759;139265759;139265759;139266397;139266509;139266509;139266509;139266509;139266509;139266509;139266509;139266509;139266834;139266834;139266834;139266834;139266834;139266834;139266834;139266834;139269050;139269050;139269050;139269050;139269050;139269050;139269050;139269050;139269050;139272297;139308868;139308857;139309398;139309018;139309138;139309348;139308777;139308912;139309394	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9602	30
ENSG00000146386	6;6;6;6;6	139349819;139349979;139355292;139355292;139363856	139350012;139350012;139355358;139355713;139364439	+;+;+;+;+	1200	32
ENSG00000112406	6;6;6;6	139456249;139487421;139495522;139498078	139456804;139488461;139495676;139501939	+;+;+;+	5614	3
ENSG00000231329	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	139465341;139465528;139465614;139472218;139474147;139476737;139480294;139480301;139480302;139487164;139490717;139491194;139491537;139491537;139491537;139491537;139491537;139491537;139491537;139491537;139491537;139495606;139504126;139518849;139521019;139522812;139522812;139522812;139522812;139522812;139524712;139524712;139558517;139560223;139560223;139560223;139560223;139560223;139560223;139560223;139560223;139560223;139560223;139560223;139560223;139560223;139560223	139465751;139465751;139465751;139472412;139474372;139476889;139480390;139480390;139480390;139487607;139491039;139491701;139491701;139491701;139491701;139491701;139491701;139491701;139491701;139491701;139491701;139495752;139504710;139519006;139521213;139522920;139522920;139522920;139522920;139522920;139524772;139524772;139558642;139560442;139560442;139560442;139560439;139560442;139560442;139560442;139560442;139560442;139560442;139560442;139560442;139560442;139560442	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3958	0
ENSG00000272446	6;6;6;6;6	139480294;139491537;139560223;139565732;139566587	139480390;139491701;139560468;139565827;139566661	-;-;-;-;-	679	0
ENSG00000164440	6;6;6;6;6;6;6;6;6;6;6;6;6	139561198;139565732;139568954;139576517;139576701;139581455;139581455;139583716;139583716;139591593;139597967;139609613;139613058	139564451;139565827;139569046;139576775;139576775;139581574;139581574;139583734;139583910;139591763;139598058;139610050;139613276	-;-;-;-;-;-;-;-;-;-;-;-;-	4937	2
ENSG00000226571	6;6;6;6;6;6;6	139592499;139592796;139604241;139604244;139607982;139607982;139608147	139592686;139592995;139604303;139604303;139608444;139608039;139608444	+;+;+;+;+;+;+	914	0
ENSG00000218565	6;6	139659155;139659319	139659228;139660717	+;+	1473	0
ENSG00000164442	6;6;6;6;6;6	139693393;139693396;139693396;139695269;139695401;139695550	139695089;139695089;139695089;139695350;139695499;139695757	-;-;-;-;-;-	2086	6
ENSG00000238099	6;6;6	139791301;139793664;139794069	139791597;139793732;139794192	-;-;-	490	0
ENSG00000219806	6	139935575	139936341	-	767	0
ENSG00000205695	6	139981065	139982650	+	1586	0
ENSG00000231426	6;6;6;6;6;6	140175987;140176056;140177901;140177901;140180422;140180422	140176114;140176088;140177956;140177956;140181288;140180945	+;+;+;+;+;+	1051	0
ENSG00000225148	6;6	140177241;140198436	140177933;140198528	-;-	786	0
ENSG00000236013	6;6;6;6;6;6;6;6	140388572;140404232;140407819;140407819;140407819;140408901;140414128;140414128	140389017;140404365;140407893;140407893;140407898;140409567;140414802;140414858	+;+;+;+;+;+;+;+	2058	0
ENSG00000252107	6	140479728	140479831	-	104	0
ENSG00000263514	6	140526389	140526463	+	75	0
ENSG00000221336	6	140981760	140981850	-	91	0
ENSG00000264390	6	141004951	141005020	+	70	0
ENSG00000217684	6	141082666	141083399	+	734	0
ENSG00000234147	6;6	141167095;141173956	141167441;141174061	-;-	453	0
ENSG00000216548	6	141243594	141244047	-	454	0
ENSG00000259828	6	141768148	141772143	+	3996	0
ENSG00000222764	6	141807278	141807549	-	272	0
ENSG00000218351	6;6	141956787;141956857	141957472;141957640	-;-	854	0
ENSG00000135577	6;6;6;6;6;6	142379467;142395334;142396745;142396881;142399692;142409374	142379600;142395421;142397186;142397059;142400040;142409936	-;-;-;-;-;-	1576	0
ENSG00000270983	6	142383854	142384190	+	337	0
ENSG00000236822	6;6	142409370;142410277	142409511;142410356	+;+	222	0
ENSG00000203733	6;6;6	142454227;142454987;142455676	142454334;142455181;142456288	+;+;+	916	0
ENSG00000009844	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	142468367;142468394;142468398;142487365;142490687;142490687;142490687;142491483;142491483;142491483;142491483;142510563;142510563;142510563;142510563;142519576;142519576;142519576;142519576;142525122;142525122;142539635;142539635;142539635	142468536;142468536;142468536;142487459;142490814;142490814;142490814;142491558;142491558;142491558;142491558;142510671;142510671;142510671;142510671;142519752;142519918;142519752;142519752;142525202;142525202;142540388;142540204;142545826	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7194	52
ENSG00000237494	6;6	142572984;142580541	142573103;142580769	-;-	349	0
ENSG00000266843	6	142583780	142583871	-	92	0
ENSG00000112414	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	142622991;142622996;142623066;142623066;142623087;142623758;142623763;142623763;142630681;142630681;142630681;142630681;142630681;142630681;142630681;142630681;142688703;142688706;142688706;142688706;142688706;142688706;142688706;142688706;142691307;142691307;142691307;142691307;142691307;142691307;142691307;142703088;142703088;142703088;142703088;142703088;142704897;142704897;142711395;142711395;142711395;142711395;142711449;142714085;142714085;142714085;142714085;142714085;142715033;142715033;142715033;142715033;142715033;142718750;142718750;142718750;142718750;142718750;142721622;142721622;142721622;142721622;142721622;142723131;142723131;142723131;142723131;142723757;142723757;142723757;142723757;142723889;142723915;142724939;142724939;142724939;142724939;142724939;142724939;142726446;142726480;142726825;142726825;142726825;142726825;142726825;142729287;142729287;142729287;142729287;142729287;142729287;142731011;142731011;142731011;142731011;142731011;142732442;142732442;142732442;142732442;142732442;142736106;142736106;142736106;142736106;142736933;142736933;142736933;142736933;142738246;142738410;142738410;142738410;142738410;142740958;142740958;142740958;142740958;142740958;142758571;142758571;142758571;142758571;142758571;142759181;142759349;142759349;142759349;142759349;142759349;142762045;142762045;142764474;142764474;142764474;142764474;142764474;142764474	142623468;142623468;142623468;142623468;142623468;142623876;142623876;142623876;142630781;142630781;142630781;142630781;142630781;142630781;142630781;142630781;142689027;142689047;142689047;142689047;142689047;142689047;142689047;142689047;142691365;142691588;142692091;142691930;142691930;142691930;142691930;142703128;142703156;142703156;142703156;142703156;142704980;142704980;142711480;142711480;142711480;142711480;142711480;142714137;142714137;142714137;142714137;142714137;142715095;142715095;142715095;142715095;142715095;142718892;142718892;142718892;142718892;142718892;142721913;142721733;142721733;142721733;142721733;142723195;142723195;142723195;142723195;142723967;142723967;142723967;142723967;142723967;142723967;142725383;142725110;142725110;142725110;142725110;142725110;142726965;142726528;142726965;142726965;142726965;142726965;142726965;142729357;142729406;142729406;142729406;142729406;142729406;142731056;142731056;142731056;142731056;142731056;142732486;142732548;142732548;142732548;142732548;142736233;142736233;142736233;142736233;142737201;142737201;142737201;142737201;142738506;142738506;142738506;142738506;142738506;142741241;142741241;142741241;142741241;142741241;142758672;142758672;142758672;142758672;142758672;142759501;142759501;142759501;142759501;142759501;142759501;142762090;142762090;142764920;142764867;142767385;142767385;142767391;142767403	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8473	0
ENSG00000236366	6;6;6	142847592;142865944;142958850	142849520;142866130;142959026	-;-;-	2293	0
ENSG00000233138	6;6	143069580;143074643	143069674;143074896	+;+	349	0
ENSG00000010818	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	143072604;143072605;143072606;143080909;143080909;143080909;143082601;143082601;143082601;143085936;143085936;143085936;143089519;143089519;143089519;143090689;143090689;143090689;143097284;143097284;143097284;143100680;143104658;143104658;143104658;143158072;143158072;143158072;143158072;143266236	143075068;143075068;143075068;143081804;143081804;143081804;143082702;143082702;143082702;143086111;143086111;143086111;143089673;143089673;143089673;143096262;143096262;143096262;143097328;143097328;143097328;143100729;143104752;143104752;143104752;143158184;143158184;143158184;143158184;143266338	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9774	19
ENSG00000237851	6;6	143109260;143115102	143109581;143115223	+;+	444	0
ENSG00000224460	6;6	143267184;143277581	143267330;143277835	-;-	402	1
ENSG00000232618	6;6;6	143271348;143276390;143277556	143271528;143276534;143277783	+;+;+	554	0
ENSG00000229017	6;6;6;6;6;6	143287558;143288170;143307182;143342803;143342803;143358126	143288578;143288578;143307267;143343090;143343090;143359214	-;-;-;-;-;-	2484	0
ENSG00000227192	6;6	143360562;143363314	143360965;143363461	-;-	552	0
ENSG00000146416	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	143381633;143381979;143381990;143382013;143382023;143382038;143382038;143382038;143382084;143382351;143447387;143457972;143457972;143457972;143457972;143457972;143457972;143486081;143486219;143486219;143486219;143486219;143486219;143486219;143486219;143486219;143507807;143508525;143508766;143508766;143605247;143605247;143605247;143605247;143605247;143605247;143654419;143654419;143654419;143654419;143654419;143654419;143655215;143656188;143660776;143660776	143381790;143382203;143382203;143382203;143382203;143382203;143382203;143382203;143382203;143382743;143447441;143458127;143458127;143458127;143458127;143458127;143458127;143486320;143486320;143486320;143486320;143486320;143486320;143486320;143486320;143486320;143507952;143509661;143508951;143511734;143605362;143605362;143605362;143605362;143605362;143605362;143654582;143654582;143654582;143654582;143654430;143654493;143655232;143656667;143661441;143661441	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6027	22
ENSG00000225752	6;6	143415171;143420621	143415463;143420782	-;-	455	0
ENSG00000217495	6	143619907	143620691	-	785	0
ENSG00000216642	6	143648412	143648792	+	381	0
ENSG00000217648	6	143663383	143664520	+	1138	0
ENSG00000270655	6;6	143707718;143708391	143707918;143708546	+;+	357	0
ENSG00000189007	6;6;6;6;6;6;6;6;6;6;6;6;6;6	143743969;143748126;143749749;143749749;143753642;143753642;143754968;143754968;143759727;143759727;143762575;143765694;143771700;143771700	143749643;143749643;143749821;143749821;143753748;143753748;143755118;143755118;143759831;143759831;143763114;143766106;143771810;143771810	-;-;-;-;-;-;-;-;-;-;-;-;-;-	7175	4
ENSG00000218896	6	143757353	143757847	+	495	0
ENSG00000268402	6;6;6	143759575;143763306;143764263	143759586;143763308;143764295	+;+;+	48	0
ENSG00000223203	6	143770946	143771048	+	103	0
ENSG00000034693	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	143771944;143772117;143780222;143784053;143784053;143789259;143789259;143792098;143792098;143792520;143792520;143792694;143792694;143793297;143793297;143795923;143800213;143806209;143806289;143810280;143810280	143772252;143772252;143780353;143784134;143784134;143789302;143789302;143792222;143792222;143792586;143792586;143792748;143792748;143793465;143793398;143795993;143800335;143806385;143806385;143810510;143811147	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2222	15
ENSG00000229036	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	143806116;143811561;143811842;143815657;143818141;143818141;143824531;143824531;143824531;143824807;143825068;143825068;143825068;143825121;143825121;143825121;143825660;143825660;143825660;143826035;143826477;143826477;143826477;143826477;143826477;143827107;143827107;143827107;143827107;143827107;143827107	143806385;143812243;143812243;143815842;143818239;143818239;143824651;143824651;143824651;143825279;143825279;143825229;143825279;143825279;143825279;143825279;143825734;143826252;143825734;143826594;143826594;143826940;143826594;143826594;143826594;143827543;143827284;143827475;143827295;143827239;143828464	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4471	1
ENSG00000241847	6	143811652	143812504	+	853	0
ENSG00000001036	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	143815948;143817763;143818089;143818526;143823069;143823069;143823069;143823082;143823492;143825050;143828374;143828374;143828374;143832548;143832548;143832548	143816984;143818634;143818634;143818634;143823259;143823259;143823259;143823259;143823702;143825389;143828561;143828561;143828561;143832827;143832799;143832827	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3119	31
ENSG00000112419	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	143857982;143929317;143929322;143999102;143999120;143999156;143999161;143999185;143999205;143999310;144033153;144033153;144033153;144033153;144033153;144033153;144033153;144033153;144033153;144070065;144070122;144070122;144070122;144070122;144070122;144070122;144070122;144070122;144070122;144074891;144074891;144074891;144074891;144074891;144074891;144074891;144074891;144074891;144076442;144081538;144081538;144086398;144086398;144086398;144086398;144086398;144086398;144086398;144086398;144093395;144093395;144093395;144093395;144093395;144095196;144095196;144095196;144095196;144095196;144095305;144098465;144098465;144098465;144098465;144098465;144098465;144104356;144104356;144104356;144104356;144104356;144104356;144109910;144109910;144109910;144109910;144109910;144109910;144128194;144128194;144128194;144128194;144128194;144144811;144144811;144144811;144144811;144144811	143858344;143929459;143929459;143999346;143999346;143999346;143999346;143999346;143999346;143999346;144033320;144033473;144033320;144033320;144033320;144033320;144033320;144033320;144033320;144070202;144070202;144070202;144070202;144070202;144070202;144070202;144070202;144070202;144070202;144075049;144075049;144075049;144075275;144075049;144075049;144075049;144075049;144075049;144076636;144081777;144081777;144086802;144086611;144086637;144086935;144086935;144086935;144086935;144086935;144093594;144093594;144093594;144093594;144093594;144095352;144095352;144095352;144095352;144095352;144095352;144098520;144098520;144098520;144098520;144098520;144098520;144104417;144104417;144104417;144104417;144104417;144104417;144110501;144110047;144110047;144110047;144110047;144110047;144128270;144128270;144128270;144128270;144128270;144147314;144145258;144144887;144152322;144145301	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	11224	3
ENSG00000235740	6;6;6;6;6	143875462;143878668;143879136;143882304;143883022	143876367;143878878;143879268;143882605;143883168	-;-;-;-;-	1699	0
ENSG00000257065	6;6;6;6;6	144128229;144144811;144152456;144156788;144165623	144128270;144145060;144152549;144157031;144165754	+;+;+;+;+	762	0
ENSG00000135521	6;6;6;6;6;6;6;6;6;6;6	144164481;144165623;144167188;144171268;144178440;144178889;144181563;144183241;144183981;144184223;144184554	144164617;144165754;144167361;144171355;144178581;144179144;144181690;144183380;144184033;144184423;144184949	+;+;+;+;+;+;+;+;+;+;+	1847	32
ENSG00000270890	6	144179199	144179826	-	628	1
ENSG00000118491	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	144185573;144185573;144202836;144205441;144205441;144205441;144207169;144207169;144207169;144207820;144207820;144207820;144207931;144219689;144219689;144219689;144219689;144224181;144224181;144224181;144258786;144258786;144258786;144259279;144259279;144259279	144185704;144185704;144202918;144205502;144205502;144205502;144207288;144207288;144207288;144207958;144207958;144207958;144207958;144219828;144219828;144219828;144219828;144224289;144224289;144224289;144258870;144258870;144258870;144259483;144259338;144259483	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1075	0
ENSG00000118495	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	144261437;144261439;144261439;144261439;144261439;144261439;144261439;144261439;144261475;144262421;144262561;144269122;144269122;144269122;144269122;144269122;144269122;144269122;144281606;144281606;144281606;144281606;144281606;144281606;144281606;144281606;144281606;144281606;144281606;144285924;144285924;144285924;144285924;144285924;144285924;144285924;144285924;144285924;144285924;144286317;144287295;144287295;144287295;144287295;144287295;144287295;144287295;144289746;144290044;144290044;144290044;144290044;144290044;144290044;144290044;144290044;144290044;144306272;144306272;144306272;144306272;144329227;144329227;144329227;144329227;144329227;144385588;144385605;144385605	144263800;144263800;144263800;144263800;144263800;144263800;144263800;144263800;144263800;144263800;144263800;144269597;144269597;144269597;144269597;144269597;144269597;144269597;144281679;144282549;144281693;144281693;144281693;144281679;144281679;144281693;144281679;144281717;144281679;144285955;144286005;144285955;144285955;144285955;144285955;144285955;144285955;144285955;144287367;144286440;144287349;144287367;144287335;144287367;144287367;144287367;144287422;144290115;144290115;144290115;144290115;144290115;144290115;144290115;144290115;144290115;144290115;144306333;144306311;144306311;144306311;144329398;144329541;144329541;144329541;144329541;144385735;144385677;144385735	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6178	6
ENSG00000217231	6;6;6	144357755;144358241;144358749	144358118;144358432;144358841	+;+;+	649	0
ENSG00000169976	6	144416018	144416754	-	737	48
ENSG00000256014	6;6	144438986;144439012	144439009;144439062	-;-	75	0
ENSG00000219297	6	144457587	144457912	+	326	0
ENSG00000135604	6;6	144471663;144507760	144471840;144509507	+;+	1926	5
ENSG00000217027	6	144521584	144522102	-	519	0
ENSG00000216475	6	144578170	144578760	-	591	0
